"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,1,5,0.755,30.8,0.204020979020967,36.2881944444444,8.28819444444444
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,2,6,0.759,30.3333333333333,0.204020979020967,36.1904761904762,8.19047619047619
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,3,10,0.628,25.2333333333333,0.224300699300692,35.0277777777778,7.02777777777778
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,4,9,0.806,25.5,0.224300699300692,35.092803030303,7.09280303030303
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,5,8,0.729,27.6,0.220279720279711,35.5787037037037,7.5787037037037
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,6,4,0.769,31.2666666666667,0.206468531468521,36.375,8.375
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,7,1,0.794,36.5,0.20402097902097,37.5,9.5
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,8,7,0.76,29.1666666666667,0.209090909090902,35.9166666666667,7.91666666666666
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,9,2,0.795,34.0333333333333,0.203846153846144,36.9583333333333,8.95833333333334
2023-07-09,"Ganey's Wharf","early",28,2,2023-07-09,0,5,1,10,3,0.821,31.8333333333333,0.206468531468521,36.5,8.5
