"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,1,4,0.805,39.6333333333333,0.191433566433557,35.5572916666667,11.5572916666667
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,2,10,0.989,32.5,0.202797202797193,34.0590277777778,10.0590277777778
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,3,7,0.81,38.2,0.198076923076912,35.2578125,11.2578125
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,4,3,0.794,40.4666666666667,0.189685314685308,35.75,11.75
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,5,6,0.779,38.5,0.198076923076912,35.3273809523809,11.3273809523809
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,6,5,0.828,39.0166666666667,0.191433566433557,35.4375,11.4375
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,7,9,0.81,35.4666666666667,0.20192307692307,34.6854166666667,10.6854166666667
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,8,2,0.795,42.6333333333333,0.195629370629362,36.1875,12.1875
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,9,8,0.935,36.0333333333333,0.200524475524466,34.8125,10.8125
2023-07-28,"St. Thomas de Kent Wharf","early",24,25,2023-07-28,0,9,1,10,1,0.771,49.3666666666667,0.179265734265722,37.4583333333333,13.4583333333333
