"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,1,4,1.065,72.3,0.203496503496489,33.1927083333333,19.6927083333333
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,2,8,1.023,65.9333333333333,0.22674825174825,31.8217592592593,18.3217592592593
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,3,10,1.039,52.25,0.218706293706281,28.7829861111111,15.2829861111111
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,4,2,1.043,73.2166666666667,0.20157342657341,33.3958333333333,19.8958333333333
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,5,7,1.011,70.2666666666667,0.206993006992994,32.7317708333333,19.2317708333333
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,6,6,0.975,71.45,0.208916083916071,32.9880952380952,19.4880952380952
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,7,3,1.008,72.7333333333333,0.203496503496489,33.3072916666667,19.8072916666667
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,8,5,1.06,71.85,0.208916083916071,33.0972222222222,19.5972222222222
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,9,9,0.991,62.4666666666667,0.230944055944056,31.05,17.55
2023-10-19,"St. Thomas de Kent Wharf","late",13.5,28,2023-10-19,0,31,1,10,1,1.037,75.75,0.204545454545439,33.9166666666667,20.4166666666667
