"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,1,10,0.95,25.3333333333333,0.213636363636353,34.6892361111111,8.68923611111111
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,2,6,0.867,31.3833333333333,0.203146853146846,35.9672619047619,9.96726190476191
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,3,4,0.946,32.3166666666667,0.208391608391603,36.1833333333333,10.1833333333333
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,4,7,0.903,30.8333333333333,0.200874125874118,35.8567708333333,9.85677083333334
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,5,9,1.02,27.75,0.203671328671314,35.2064393939394,9.20643939393939
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,6,2,0.889,34.35,0.216958041958036,36.625,10.625
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,7,3,0.911,33.9,0.21573426573426,36.53125,10.53125
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,8,1,0.806,37.55,0.192482517482508,37.2291666666667,11.2291666666667
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,9,8,0.952,28.5833333333333,0.198951048951036,35.375,9.375
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,8,2,10,5,0.959,31.9666666666667,0.203146853146846,36.1145833333333,10.1145833333333
