"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,1,1,0.79,42.1833333333333,0.187237762237758,32.2916666666667,9.29166666666666
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,2,3,0.783,40.65,0.199650349650346,31.9583333333333,8.95833333333333
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,3,2,0.792,41.1333333333333,0.194230769230766,32.0625,9.0625
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,4,10,0.882,35.4166666666667,0.204370629370624,30.8576388888889,7.85763888888889
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,5,6,0.841,39.2666666666667,0.21083916083916,31.6696428571429,8.66964285714286
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,6,5,0.886,39.5333333333333,0.21083916083916,31.7256944444444,8.72569444444444
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,7,8,0.837,37.8333333333333,0.209090909090907,31.36875,8.36875
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,8,4,0.819,39.85,0.21083916083916,31.8041666666667,8.80416666666667
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,9,9,0.786,36.2,0.207342657342654,31.0354166666667,8.03541666666667
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,27,1,10,7,0.802,38.6166666666667,0.21590909090909,31.5364583333333,8.53645833333333
