"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,1,10,0.859,32.3333333333333,0.213986013986006,35.8211805555556,16.8211805555556
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,2,9,0.88,32.6666666666667,0.213986013986006,35.8863636363636,16.8863636363636
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,3,5,0.754,34.8333333333333,0.207867132867129,36.3715277777778,17.3715277777778
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,4,8,0.75,33.85,0.219055944055938,36.150462962963,17.150462962963
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,5,7,0.745,34.1166666666667,0.207867132867129,36.2213541666667,17.2213541666667
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,6,6,0.672,34.3333333333333,0.207867132867129,36.2946428571429,17.2946428571429
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,7,4,0.691,36.1333333333333,0.205419580419576,36.625,17.625
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,8,2,0.635,37.9166666666667,0.201398601398598,36.9930555555556,17.9930555555556
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,9,3,0.642,37.6833333333333,0.201398601398598,36.9375,17.9375
2023-11-30,"Manatee River","late",19,34,2023-11-30,0,42,2,10,1,0.659,39.6666666666667,0.187412587412581,37.3125,18.3125
