"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,1,5,0.633,59.1,0.215384615384609,36.9652777777778,16.9652777777778
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,2,10,0.629,56.9666666666667,0.235314685314682,36.4640151515151,16.4640151515151
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,3,9,0.619,57.4833333333333,0.225699300699297,36.592803030303,16.592803030303
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,4,4,0.615,59.5833333333333,0.215384615384609,37.0791666666667,17.0791666666667
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,5,8,0.617,57.9,0.225699300699297,36.69375,16.69375
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,6,3,0.667,59.9333333333333,0.215384615384609,37.1666666666667,17.1666666666667
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,7,7,0.608,58.2,0.223076923076916,36.7526041666667,16.7526041666667
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,8,1,0.611,60.5666666666667,0.207342657342653,37.3125,17.3125
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,9,2,0.621,60,0.209571678321674,37.1875,17.1875
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,44,2,10,6,0.6,58.6166666666667,0.223076923076916,36.8422619047619,16.8422619047619
