"","sample","genome_territory","mean_coverage","sd_coverage","pct_1x","pct_5x","total_reads","pf_hq_aligned_reads"
"71","FH_late_2_02",950193284,0.893858,3.561072,0.191745,0.068489,9624284,9624284
"72","FH_late_2_03",950193284,0.79185,3.241458,0.176154,0.060888,8494289,8494289
"73","FH_late_2_04",950193284,0.960194,3.750133,0.197452,0.074214,10345809,10345809
"74","FH_late_2_05",950193284,0.934314,3.606988,0.19949,0.071805,10000290,10000290
"75","FH_late_2_06",950193284,0.647579,2.893554,0.15686,0.047763,7745193,7745193
"76","FH_late_2_07",950193284,2.02909,6.665898,0.283552,0.147704,22260480,22260480
"77","FH_late_2_08",950193284,0.623056,3.004839,0.14237,0.04646,6773147,6773147
"78","FH_late_2_09",950193284,1.620029,5.758015,0.25174,0.120409,17665678,17665678
"79","FH_late_2_10",950193284,1.448479,5.327827,0.242361,0.109025,15844160,15844160
"80","FH_peak_1_01",950193284,0.779965,3.255399,0.175593,0.058996,8362526,8362526
"81","FH_peak_1_02",950193284,0.847873,3.428082,0.186445,0.064651,9116801,9116801
"82","FH_peak_1_03",950193284,0.678486,2.947413,0.159445,0.050892,7272826,7272826
"83","FH_peak_1_04",950193284,0.959934,3.735125,0.200468,0.073618,10317036,10317036
"84","FH_peak_1_05",950193284,0.714898,2.969716,0.165708,0.054586,7663074,7663074
"85","FH_peak_1_06",950193284,1.043673,3.922066,0.207692,0.081539,11238093,11238093
"86","FH_peak_1_07",950193284,0.776396,3.222853,0.172216,0.059479,8355740,8355740
"87","FH_peak_1_08",950193284,0.559151,2.547474,0.135893,0.042233,5998867,5998867
"88","FH_peak_1_09",950193284,0.256559,1.564407,0.074135,0.017714,2716775,2716775
"89","FH_peak_1_10",950193284,0.028746,0.356983,0.011676,0.001596,315316,315316
"90","FH_peak_2_01",950193284,0.510092,2.446674,0.127012,0.037933,5433170,5433170
"91","FH_peak_2_02",950193284,1.124795,4.152656,0.217356,0.087068,11996944,11996944
"92","FH_peak_2_03",950193284,0.869394,3.558815,0.185227,0.066451,9268193,9268193
"93","FH_peak_2_04",950193284,1.81935,5.834186,0.280498,0.13712,19561407,19561407
"94","FH_peak_2_05",950193284,1.007461,3.99177,0.201115,0.076785,10775649,10775649
"95","FH_peak_2_06",950193284,1.133553,4.375003,0.212722,0.086291,12166056,12166056
"96","FH_peak_2_07",950193284,1.976439,6.239873,0.286182,0.148076,21366134,21366134
"97","FH_peak_2_08",950193284,1.866599,6.026791,0.279077,0.140648,20317374,20317374
"98","FH_peak_2_09",950193284,1.76099,5.961812,0.266644,0.130742,19175485,19175485
"99","FH_peak_2_10",950193284,1.181016,4.45867,0.217434,0.090707,12739961,12739961
"100","GW_early_1_01",950193284,0.809328,3.887817,0.170954,0.059312,8756968,8756968
"101","GW_early_1_02",950193284,0.665498,3.288617,0.15197,0.048539,7149029,7149029
"102","GW_early_1_03",950193284,0.904715,4.163374,0.183688,0.066212,9829883,9829883
"103","GW_early_1_04",950193284,0.834968,4.103467,0.157941,0.060794,11015550,11015550
"104","GW_early_1_05",950193284,1.227525,5.111111,0.218202,0.090688,13452354,13452354
"105","GW_early_1_06",950193284,1.710596,6.42352,0.260383,0.123759,18929147,18929147
"106","GW_early_1_07",950193284,1.421348,5.495438,0.2426,0.105451,15555060,15555060
"107","GW_early_1_08",950193284,2.44962,7.674153,0.306885,0.172084,26775491,26775491
"108","GW_early_1_09",950193284,1.608724,6.029951,0.254015,0.117988,17566493,17566493
"109","GW_early_1_10",950193284,1.569343,5.926258,0.251693,0.115511,17183496,17183496
"110","GW_early_2_01",950193284,1.930056,6.875196,0.272018,0.1374,21173730,21173730
"111","GW_early_2_02",950193284,1.700808,6.179333,0.261927,0.124682,18519970,18519970
"112","GW_early_2_03",950193284,1.114137,4.611132,0.20825,0.084141,12029128,12029128
"113","GW_early_2_04",950193284,1.397404,5.506496,0.232439,0.103931,15233915,15233915
"114","GW_early_2_05",950193284,2.157707,7.229228,0.285139,0.1525,23612231,23612231
"115","GW_early_2_06",950193284,2.560899,8.253349,0.30448,0.173832,28321034,28321034
"116","GW_early_2_07",950193284,2.244224,7.730765,0.285909,0.154658,25085594,25085594
"117","GW_early_2_08",950193284,2.801873,8.895669,0.313993,0.184653,31549480,31549480
"118","GW_early_2_09",950193284,3.221855,9.747173,0.328201,0.203086,36311086,36311086
"119","GW_early_2_10",950193284,3.567759,10.648879,0.33837,0.214864,40726889,40726889
"120","GW_late_1_01",950193284,1.48867,5.833081,0.240926,0.109019,16413282,16413282
"121","GW_late_1_02",950193284,0.382296,2.36451,0.093901,0.027046,4956546,4956546
"122","GW_late_1_03",950193284,1.490064,5.820802,0.241722,0.109833,16501009,16501009
"123","GW_late_1_04",950193284,1.327248,5.46235,0.228359,0.097286,14608092,14608092
"124","GW_late_1_05",950193284,0.914259,4.175801,0.1863,0.067549,9935377,9935377
"125","GW_late_1_06",950193284,1.312671,5.178387,0.234106,0.098172,14347600,14347600
"126","GW_late_1_07",950193284,1.049395,4.586504,0.202615,0.077615,11430326,11430326
"127","GW_late_1_08",950193284,0.661796,3.385761,0.137556,0.048882,8640379,8640379
"128","GW_late_1_09",950193284,1.131381,4.975185,0.185496,0.082096,14801861,14801861
"129","GW_late_1_10",950193284,0.653954,3.451708,0.136715,0.047565,8500699,8500699
"130","GW_late_2_01",950193284,1.562579,5.986422,0.250625,0.114087,17137241,17137241
"131","GW_late_2_02",950193284,0.794726,3.935327,0.152293,0.058143,10407186,10407186
"132","GW_late_2_03",950193284,1.276923,5.165124,0.225872,0.095331,13917056,13917056
"133","GW_late_2_04",950193284,1.572721,6.188549,0.24581,0.113038,17420126,17420126
"134","GW_late_2_05",950193284,1.004408,4.624935,0.189442,0.073467,10997419,10997419
"135","GW_late_2_06",950193284,1.794791,6.669031,0.261786,0.128457,19897121,19897121
"136","GW_late_2_07",950193284,1.72066,6.59789,0.25445,0.122901,19192101,19192101
"137","GW_late_2_08",950193284,1.434245,5.667487,0.23375,0.106364,15758769,15758769
"138","GW_late_2_09",950193284,1.067299,4.853651,0.17406,0.076957,14009442,14009442
"139","GW_late_2_10",950193284,2.626373,8.633483,0.306833,0.174116,29687080,29687080
"140","GW_peak_1_01",950193284,1.137509,4.805885,0.210197,0.084442,12198794,12198794
"141","GW_peak_1_02",950193284,0.964121,4.347348,0.190573,0.071288,10321420,10321420
"142","GW_peak_1_03",950193284,0.643571,3.365574,0.145328,0.046398,6858775,6858775
"143","GW_peak_1_04",950193284,1.381612,5.3346,0.236342,0.103225,14814020,14814020
"144","GW_peak_1_05",950193284,1.619014,6.038485,0.254726,0.118538,17509839,17509839
"145","GW_peak_1_06",950193284,0.710834,3.280136,0.161279,0.053043,7497709,7497709
"146","GW_peak_1_07",950193284,0.667832,3.128077,0.155386,0.04955,7029833,7029833
"147","GW_peak_1_08",950193284,1.768403,6.367925,0.266933,0.129191,19124864,19124864
"148","GW_peak_1_09",950193284,1.055449,4.450808,0.204755,0.079511,11362588,11362588
"149","GW_peak_1_10",950193284,0.797352,3.729831,0.16877,0.058911,8525935,8525935
"150","GW_peak_2_01",950193284,0.732494,3.531922,0.16219,0.053385,7896991,7896991
"151","GW_peak_2_02",950193284,1.62306,6.116505,0.256772,0.118342,17865681,17865681
"152","GW_peak_2_03",950193284,1.036504,4.509902,0.196931,0.076699,11219274,11219274
"153","GW_peak_2_04",950193284,1.614316,5.92938,0.257873,0.119392,17595887,17595887
"154","GW_peak_2_05",950193284,1.601066,5.898646,0.256792,0.118488,17449230,17449230
"155","GW_peak_2_06",950193284,1.885614,6.580046,0.273182,0.136508,20673760,20673760
"156","GW_peak_2_07",950193284,2.407949,8.23833,0.298164,0.162946,27137850,27137850
"157","GW_peak_2_08",950193284,2.091523,7.305882,0.281206,0.147698,23262576,23262576
"158","GW_peak_2_09",950193284,2.62757,8.365708,0.308042,0.177469,29183605,29183605
"159","GW_peak_2_10",950193284,2.104,7.282256,0.284841,0.14922,23460931,23460931
"160","MD_early_1_01",950193284,1.074952,4.54813,0.20691,0.080377,11650110,11650110
"161","MD_early_1_02",950193284,0.464594,2.723126,0.109135,0.03318,6019267,6019267
"162","MD_early_1_03",950193284,0.480314,2.784497,0.110049,0.034593,6240244,6240244
"163","MD_early_1_04",950193284,1.349867,5.505697,0.230688,0.098847,14829381,14829381
"164","MD_early_1_05",950193284,1.936085,6.792543,0.278434,0.139926,21261393,21261393
"165","MD_early_1_06",950193284,1.159621,4.659804,0.216921,0.08791,12648598,12648598
"166","MD_early_1_07",950193284,1.797813,6.587111,0.266122,0.129684,19923814,19923814
"167","MD_early_1_08",950193284,1.491727,5.602373,0.250283,0.111886,16354436,16354436
"168","MD_early_1_09",950193284,0.792186,3.839945,0.152568,0.058512,10252647,10252647
"169","MD_early_1_10",950193284,0.879541,3.962305,0.177969,0.06621,9491978,9491978
"170","MD_early_2_01",950193284,0.705167,3.354694,0.1604,0.052103,7539098,7539098
"171","MD_early_2_02",950193284,0.768136,3.746349,0.163784,0.056298,8282283,8282283
"172","MD_early_2_03",950193284,0.97588,4.383996,0.191922,0.072038,10611478,10611478
"173","MD_early_2_04",950193284,1.252845,5.119397,0.222484,0.092806,13583764,13583764
"174","MD_early_2_05",950193284,1.142377,4.710998,0.216297,0.085715,12461043,12461043
"175","MD_early_2_06",950193284,2.641648,8.316053,0.313152,0.17811,29008633,29008633
"176","MD_early_2_07",950193284,2.617019,8.527743,0.304512,0.173766,29325744,29325744
"177","MD_early_2_08",950193284,2.916375,9.088002,0.321113,0.190644,32720905,32720905
"178","MD_early_2_09",950193284,3.491547,10.190153,0.34444,0.217259,39315944,39315944
"179","MD_early_2_10",950193284,2.198736,7.624425,0.285164,0.151961,24711112,24711112
"180","MD_late_1_01",950193284,0.673124,3.569088,0.136906,0.048647,8765530,8765530
"181","MD_late_1_02",950193284,0.979004,4.85386,0.164665,0.068719,12905826,12905826
"182","MD_late_1_03",950193284,0.710042,3.638989,0.155193,0.051201,7724360,7724360
"183","MD_late_1_04",950193284,0.780722,3.979316,0.146265,0.056251,10156389,10156389
"184","MD_late_1_05",950193284,0.589757,3.240811,0.12583,0.042813,7678398,7678398
"185","MD_late_1_06",950193284,0.28747,2.043766,0.074545,0.019867,3714916,3714916
"186","MD_late_1_07",950193284,0.518965,3.109516,0.110636,0.037277,6732272,6732272
"187","MD_late_1_08",950193284,0.872118,4.284392,0.163453,0.062652,11405685,11405685
"188","MD_late_1_09",950193284,1.04091,4.753517,0.175972,0.075731,13812990,13812990
"189","MD_late_1_10",950193284,1.476236,5.799825,0.237625,0.10844,16318832,16318832
"190","MD_late_2_01",950193284,0.503559,3.049424,0.10773,0.036404,6600511,6600511
"191","MD_late_2_02",950193284,1.19167,5.239114,0.210555,0.086486,13350875,13350875
"192","MD_late_2_03",950193284,0.714157,3.912165,0.137094,0.051029,9408623,9408623
"193","MD_late_2_04",950193284,0.942802,4.460795,0.18136,0.069052,10374343,10374343
"194","MD_late_2_05",950193284,1.036077,5.007568,0.170494,0.072501,13705133,13705133
"195","MD_late_2_06",950193284,1.918956,7.052271,0.268725,0.134859,21353155,21353155
"196","MD_late_2_07",950193284,1.5365,6.565731,0.20682,0.102405,20966814,20966814
"197","MD_late_2_08",950193284,0.753639,4.026502,0.154108,0.053846,8492901,8492901
"198","MD_late_2_09",950193284,1.863934,6.556706,0.26947,0.135492,20370579,20370579
"199","MD_late_2_10",950193284,1.167113,4.973001,0.213226,0.086201,12969393,12969393
"200","MD_peak_1_01",950193284,0.394326,2.32452,0.097645,0.02834,5040037,5040037
"201","MD_peak_1_02",950193284,0.503704,2.808259,0.112505,0.0367,6418475,6418475
"202","MD_peak_1_03",950193284,0.362534,2.176533,0.092366,0.025814,4596451,4596451
"203","MD_peak_1_04",950193284,0.599412,3.081746,0.130936,0.044378,7692560,7692560
"204","MD_peak_1_05",950193284,0.602845,3.161969,0.12907,0.044453,7743153,7743153
"205","MD_peak_1_06",950193284,0.22525,1.627862,0.063601,0.01533,2858630,2858630
"206","MD_peak_1_07",950193284,0.509428,2.838143,0.116824,0.036745,6530776,6530776
"207","MD_peak_1_08",950193284,0.836252,4.068571,0.152896,0.060878,10731849,10731849
"208","MD_peak_1_09",950193284,1.948218,7.564475,0.228836,0.124908,25836984,25836984
"209","MD_peak_1_10",950193284,1.510442,6.274995,0.208388,0.103643,19996330,19996330
"210","MD_peak_2_01",950193284,1.133395,5.231993,0.176077,0.080177,14853904,14853904
"211","MD_peak_2_02",950193284,1.884923,7.457886,0.228382,0.121891,25142328,25142328
"212","MD_peak_2_03",950193284,1.255712,5.660377,0.18812,0.087299,16644119,16644119
"213","MD_peak_2_04",950193284,1.87382,7.24794,0.223819,0.122167,24924388,24924388
