"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,1,4,0.737,43.3166666666667,0.200524475524456,38.4916666666667,4.49166666666667
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,2,9,0.757,41.6666666666667,0.197377622377605,38.1723484848485,4.17234848484848
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,3,10,0.787,40.95,0.19650349650348,38.03125,4.03125
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,4,8,0.729,41.9,0.197377622377605,38.225,4.225
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,5,7,0.82,42.4333333333333,0.197377622377604,38.3177083333333,4.31770833333334
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,6,6,0.787,42.7333333333333,0.197377622377604,38.3869047619048,4.38690476190476
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,7,3,0.775,43.7333333333333,0.200524475524456,38.578125,4.578125
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,8,1,0.731,47.25,0.188076923076909,39.1875,5.1875
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,9,5,0.763,43.0166666666667,0.200524475524456,38.4479166666667,4.44791666666666
2023-08-09,"Manatee River","peak",34,29,2023-08-09,0,13,1,10,2,0.79,45.5333333333333,0.18811188811187,38.8958333333333,4.89583333333334
