"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,1,3,0.754,24.0333333333333,0.191258741258727,36.6944444444444,8.19444444444444
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,2,7,0.78,18.2666666666667,0.201748251748239,35.5442708333333,7.04427083333334
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,3,10,0.728,13.8333333333333,0.212412587412576,34.6336805555556,6.13368055555556
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,4,1,0.718,26.6,0.177622377622362,37.1666666666667,8.66666666666666
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,5,9,0.758,16.3666666666667,0.200699300699289,35.1354166666667,6.63541666666666
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,6,8,0.736,16.8833333333333,0.200699300699289,35.2592592592593,6.75925925925926
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,7,5,0.687,20.0666666666667,0.202097902097895,35.9340277777778,7.43402777777778
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,8,2,0.72,24.4166666666667,0.191258741258727,36.78125,8.28125
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,9,4,0.751,20.7166666666667,0.202097902097895,36.0677083333333,7.56770833333334
2023-08-25,"Ganey's Wharf","peak",28.5,3,2023-08-25,0,17,1,10,6,0.73,19.3666666666667,0.199825174825165,35.7738095238095,7.27380952380953
