"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,1,3,0.615,58.85,0.190909090909085,36.7569444444444,16.7569444444444
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,2,9,0.642,54.6166666666667,0.209790209790198,35.81875,15.81875
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,3,7,0.643,56.5,0.20734265734265,36.2291666666667,16.2291666666667
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,4,5,0.662,57.5666666666667,0.197202797202788,36.4722222222222,16.4722222222222
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,5,2,0.651,60.6666666666667,0.19755244755244,37.1388888888889,17.1388888888889
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,6,10,0.646,52.7333333333333,0.224825174825163,35.4114583333333,15.4114583333333
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,7,4,0.609,57.9166666666667,0.197202797202788,36.525,16.525
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,8,8,0.644,55.75,0.207692307692299,36.06875,16.06875
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,9,6,0.643,57.1666666666667,0.197202797202788,36.3720238095238,16.3720238095238
2023-12-01,"Ft. Hamer","late",20,18,2023-12-01,0,43,1,10,1,0.627,60.85,0.19755244755244,37.1875,17.1875
