"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,1,5,0.778,49.0166666666667,0.182867132867121,34.8958333333333,14.8958333333333
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,2,8,0.799,47.6,0.182867132867124,34.6180555555556,14.6180555555556
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,3,4,0.776,49.9,0.182867132867121,35.0583333333333,15.0583333333333
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,4,3,0.753,50.2666666666667,0.184265734265726,35.125,15.125
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,5,2,0.729,51.1833333333333,0.184965034965024,35.28125,15.28125
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,6,9,0.752,47.05,0.182867132867124,34.5145833333333,14.5145833333333
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,7,7,0.754,48.1166666666667,0.183566433566426,34.7161458333333,14.7161458333333
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,8,6,0.738,48.4333333333333,0.183566433566426,34.7857142857143,14.7857142857143
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,9,1,0.777,52.0666666666667,0.178846153846143,35.5,15.5
2023-09-07,"St. Thomas de Kent Wharf","peak",20,26,2023-09-07,0,26,2,10,10,0.833,40.5166666666667,0.193881118881109,33.3107638888889,13.3107638888889
