"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,1,2,0.859,57.9,0.273951048951046,32.3611111111111,20.3611111111111
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,2,6,0.823,55,0.279501748251745,31.5238095238095,19.5238095238095
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,3,9,1.114,47.5833333333333,0.279370629370618,29.4015151515152,17.4015151515152
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,4,10,1.02,46.75,0.279195804195794,29.1631944444444,17.1631944444444
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,5,1,0.832,58.3833333333333,0.272027972027969,32.4583333333333,20.4583333333333
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,6,8,1.01,49.3666666666667,0.270629370629356,29.912037037037,17.912037037037
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,7,4,0.88,57.0166666666667,0.273951048951046,32.0666666666667,20.0666666666667
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,8,5,0.895,55.5166666666667,0.279720279720276,31.6597222222222,19.6597222222222
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,9,3,0.845,57.5166666666667,0.273951048951046,32.2291666666667,20.2291666666667
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,33,1,10,7,0.865,53.6333333333333,0.278846153846146,31.1119791666667,19.1119791666667
