"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,1,6,0.61,19.6833333333333,0.14615384615383,38.5416666666667,2.54166666666666
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,2,5,0.586,19.9333333333333,0.14615384615383,38.5868055555556,2.58680555555556
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,3,4,0.575,20.1166666666667,0.141433566433549,38.6197916666667,2.61979166666666
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,4,10,0.622,17.8666666666667,0.140734265734252,38.2604166666667,2.26041666666666
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,5,1,0.627,21.4833333333333,0.136538461538445,38.8125,2.8125
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,6,2,0.607,20.6833333333333,0.141433566433549,38.6979166666667,2.69791666666666
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,7,3,0.539,20.5833333333333,0.141433566433549,38.6927083333333,2.69270833333334
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,8,9,0.588,18.7166666666667,0.144405594405578,38.3833333333333,2.38333333333333
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,9,8,0.545,19.0166666666667,0.14615384615383,38.4328703703704,2.43287037037037
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,15,1,10,7,0.614,19.3833333333333,0.14615384615383,38.4817708333333,2.48177083333334
