"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,1,2,0.615,25.1,0.14720279720278,38.8645833333333,2.86458333333334
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,2,5,0.642,23.8,0.155419580419564,38.6458333333333,2.64583333333334
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,3,10,0.656,20.3166666666667,0.162062937062919,38.1180555555556,2.11805555555556
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,4,9,0.614,20.55,0.162062937062919,38.15625,2.15625
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,5,4,0.608,24.25,0.155069930069912,38.7291666666667,2.72916666666666
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,6,8,0.617,21.95,0.161538461538446,38.3726851851852,2.37268518518518
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,7,3,0.623,24.5,0.155069930069912,38.7552083333333,2.75520833333334
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,8,7,0.624,22.7833333333333,0.153146853146837,38.4973958333333,2.49739583333334
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,9,1,0.643,25.2666666666667,0.14720279720278,38.9166666666667,2.91666666666666
2023-08-10,"Ft. Hamer","peak",36,10,2023-08-10,0,16,2,10,6,0.623,23.25,0.155419580419564,38.5654761904762,2.56547619047619
