"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,1,5,0.873,39.1666666666667,0.211713286713278,36.4791666666667,10.4791666666667
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,2,4,0.945,39.3333333333333,0.211713286713278,36.5291666666667,10.5291666666667
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,3,7,0.888,35.0833333333333,0.236538461538455,35.5807291666667,9.58072916666666
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,4,9,0.927,32.4333333333333,0.234265734265727,34.967803030303,8.96780303030303
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,5,3,0.904,39.5833333333333,0.211713286713278,36.5885416666667,10.5885416666667
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,6,8,0.933,33.05,0.23706293706293,35.1180555555556,9.11805555555556
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,7,2,0.91,39.8333333333333,0.211713286713278,36.6458333333333,10.6458333333333
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,8,10,1.022,30.1666666666667,0.230944055944047,34.4618055555556,8.46180555555556
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,9,1,0.81,40.1666666666667,0.202622377622368,36.7291666666667,10.7291666666667
2023-07-25,"Sawyer Park","early",26,29,2023-07-25,0,7,1,10,6,0.89,37.1666666666667,0.221678321678312,36.0565476190476,10.0565476190476
