"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,1,2,0.836,49.3333333333333,0.212937062937051,33.9791666666667,19.9791666666667
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,2,6,0.793,47.3666666666667,0.216083916083901,33.5,19.5
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,3,1,0.856,51.6833333333333,0.208566433566422,34.4166666666667,20.4166666666667
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,4,5,0.879,48.0333333333333,0.21835664335663,33.6631944444444,19.6631944444444
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,5,10,0.82,42.6666666666667,0.220629370629367,32.4670138888889,18.4670138888889
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,6,7,0.838,45.7166666666667,0.222202797202783,33.1432291666667,19.1432291666667
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,7,4,0.828,48.35,0.21835664335663,33.725,19.725
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,8,8,0.851,44.4,0.225349650349636,32.8604166666667,18.8604166666667
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,9,9,0.816,43.55,0.222202797202788,32.65,18.65
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,35,1,10,3,0.862,48.5333333333333,0.21835664335663,33.7847222222222,19.7847222222222
