"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,1,4,0.91,48.3333333333333,0.197902097902086,35.5125,13.5125
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,2,7,0.933,42.2833333333333,0.198076923076919,34.2760416666667,12.2760416666667
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,3,2,0.878,50.0333333333333,0.203846153846141,35.875,13.875
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,4,5,0.919,46.4833333333333,0.186013986013975,35.1354166666667,13.1354166666667
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,5,8,0.954,40.5666666666667,0.201223776223768,33.9145833333333,11.9145833333333
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,6,10,0.975,37.4666666666667,0.221853146853136,33.2443181818182,11.2443181818182
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,7,3,0.928,49.1166666666667,0.204020979020966,35.6875,13.6875
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,8,6,0.894,45.3333333333333,0.191433566433558,34.8958333333333,12.8958333333333
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,9,9,0.975,38.05,0.222027972027963,33.3833333333333,11.3833333333333
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,24,2,10,1,0.895,52.0833333333333,0.193881118881109,36.2708333333333,14.2708333333333
