"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,1,6,0.832,53.5166666666667,0.237587412587403,31.6755952380952,19.6755952380952
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,2,1,0.943,57.5833333333333,0.228496503496501,32.6666666666667,20.6666666666667
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,3,9,1.1,44.1166666666667,0.251923076923067,29.43125,17.43125
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,4,5,0.841,54.6333333333333,0.232517482517478,31.9208333333333,19.9208333333333
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,5,8,0.935,52.9166666666667,0.238111888111879,31.5125,19.5125
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,6,3,0.815,56.2333333333333,0.229195804195802,32.3125,20.3125
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,7,2,0.9,56.6166666666667,0.229195804195802,32.3958333333333,20.3958333333333
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,8,10,0.833,40.8833333333333,0.234615384615379,28.6420454545455,16.6420454545455
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,9,7,0.865,53.1833333333333,0.237587412587403,31.5911458333333,19.5911458333333
2023-10-20,"Ritchie Wharf","late",12,5,2023-10-20,0,34,2,10,4,0.895,55.0333333333333,0.229195804195801,32.03125,20.03125
