"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,1,8,0.94,33.4666666666667,0.227972027972019,32.5625,10.5625
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,2,4,0.95,42.3,0.220629370629362,34.5729166666667,12.5729166666667
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,3,6,0.953,38.9333333333333,0.227447552447544,33.8333333333333,11.8333333333333
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,4,10,0.865,26.0166666666667,0.275524475524463,30.8142361111111,8.81423611111111
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,5,5,0.947,41.9166666666667,0.222202797202791,34.4861111111111,12.4861111111111
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,6,1,0.856,48.3166666666667,0.214160839160829,35.9375,13.9375
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,7,9,0.982,31.6666666666667,0.221503496503489,32.1458333333333,10.1458333333333
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,8,2,0.962,46.7166666666667,0.215734265734253,35.5625,13.5625
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,9,7,1.009,34.6833333333333,0.228321678321671,32.8463541666667,10.8463541666667
2023-09-05,"Sawyer Park","peak",22,30,2023-09-05,0,23,1,10,3,0.929,42.85,0.220629370629362,34.7013888888889,12.7013888888889
