"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,1,4,0.875,33.7166666666667,0.226223776223766,33.8333333333333,9.83333333333334
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,2,10,0.82,27.6,0.233916083916073,32.3541666666667,8.35416666666666
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,3,5,0.843,32.85,0.231643356643346,33.6041666666667,9.60416666666666
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,4,1,0.842,35.65,0.223776223776217,34.3125,10.3125
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,5,9,0.8,28.75,0.230944055944045,32.6268939393939,8.62689393939394
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,6,3,0.844,34.3,0.223426573426565,33.9652777777778,9.96527777777778
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,7,6,0.834,32.3333333333333,0.231643356643346,33.4970238095238,9.49702380952381
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,8,7,0.87,30.6,0.227972027972019,33.0911458333333,9.09114583333334
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,9,8,0.845,29.7,0.229720279720268,32.875,8.875
2023-07-29,"Ritchie Wharf","early",24,7,2023-07-29,0,12,2,10,2,0.83,34.6333333333333,0.223426573426565,34.0625,10.0625
