"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,1,8,0.82,53.5,0.191433566433552,33.6291666666667,19.6291666666667
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,2,9,0.825,51.3,0.200174825174809,33.1833333333333,19.1833333333333
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,3,3,0.828,55.8333333333333,0.18356643356642,34.1302083333333,20.1302083333333
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,4,1,0.871,58.0333333333333,0.176573426573418,34.5625,20.5625
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,5,2,0.9,56.65,0.181118881118872,34.3055555555556,20.3055555555556
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,6,4,0.842,55.65,0.18356643356642,34.1,20.1
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,7,7,0.883,54.0333333333333,0.182517482517467,33.7447916666667,19.7447916666667
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,8,5,0.822,54.3333333333333,0.182517482517467,33.8402777777778,19.8402777777778
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,9,10,0.793,49.55,0.222552447552436,32.8257575757576,18.8257575757576
2023-11-16,"Ganey's Wharf","late",14,6,2023-11-16,0,36,2,10,6,0.837,54.25,0.182517482517467,33.8125,19.8125
