"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,1,7,1.022,59.25,0.177797202797192,35.2083333333333,15.2083333333333
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,2,6,1.135,59.5666666666667,0.177797202797192,35.2738095238095,15.2738095238095
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,3,5,1.07,60.65,0.181293706293699,35.4791666666667,15.4791666666667
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,4,9,1.161,58.4333333333333,0.171328671328662,35.0397727272727,15.0397727272727
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,5,3,0.828,62.6166666666667,0.176223776223775,35.8402777777778,15.8402777777778
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,6,8,1.052,58.8,0.171328671328662,35.1180555555556,15.1180555555556
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,7,4,1.071,61.6666666666667,0.178846153846148,35.6666666666667,15.6666666666667
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,8,10,0.991,51.6833333333333,0.181993006992989,33.8229166666667,13.8229166666667
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,9,2,1.05,62.7833333333333,0.176223776223775,35.8541666666667,15.8541666666667
2023-09-01,"Esker Point","peak",20,35,2023-09-01,0,22,2,10,1,0.823,63.1,0.191783216783199,35.9375,15.9375
