"collection_date","site","season","collection_temp","collection_salinity","exp_date","days_in_lab","run","replicate","tube","rank","size","time","ramp_rate","ctmax","warming_tol"
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,1,2,0.784,24.8,0.208916083916075,32.1041666666667,9.10416666666666
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,2,5,0.794,21.2833333333333,0.214510489510483,31.3506944444444,8.35069444444444
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,3,8,0.809,18.0333333333333,0.213986013986005,30.625,7.625
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,4,10,0.865,15.5166666666667,0.222027972027962,30.0833333333333,7.08333333333333
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,5,9,0.815,16.0166666666667,0.215909090909079,30.1969696969697,7.1969696969697
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,6,6,0.789,20.05,0.212937062937055,31.077380952381,8.07738095238095
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,7,4,0.777,22.7666666666667,0.21241258741258,31.6833333333333,8.68333333333333
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,8,1,0.738,27.1666666666667,0.204195804195792,32.6041666666667,9.60416666666666
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,9,7,0.799,19.4,0.216083916083907,30.9375,7.9375
2023-09-08,"Ritchie Wharf","peak",23,2,2023-09-08,0,28,2,10,3,0.869,23.1666666666667,0.214335664335659,31.765625,8.765625
