## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics --INPUT bam_files/GW_peak_2_08_sorted.bam --OUTPUT results/align_metrics/GW_peak_2_08_wgs_metrics.txt --REFERENCE_SEQUENCE tonsa_genome/hic_output.fasta --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --COVERAGE_CAP 250 --LOCUS_ACCUMULATION_CAP 100000 --STOP_AFTER -1 --INCLUDE_BQ_HISTOGRAM false --COUNT_UNPAIRED false --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --USE_FAST_ALGORITHM false --READ_LENGTH 150 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 18 13:53:18 UTC 2025

## METRICS CLASS	picard.analysis.WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
950193284	2.091523	7.305882	0	0	0	0	0	0.051809	0.009495	0.0624	0.037512	0.161216	0.281206	0.147698	0.065404	0.030247	0.015185	0.008534	0.005422	0.002932	0.002009	0.001537	0.001252	0.001054	0.000903	0.000787	?	?	?	0.232496	1

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	682992784
1	40968414
2	32691846
3	28502100
4	24696112
5	21202101
6	18019920
7	15265464
8	12870645
9	10837203
10	9127784
11	7684857
12	6502726
13	5474848
14	4615759
15	3899086
16	3285357
17	2773500
18	2358635
19	1995538
20	1692800
21	1444430
22	1234734
23	1045446
24	901777
25	770415
26	668084
27	578311
28	502949
29	437392
30	384297
31	340611
32	300511
33	258120
34	234775
35	208642
36	184781
37	166113
38	151964
39	136403
40	124071
41	114100
42	105298
43	95290
44	88173
45	80467
46	73737
47	69029
48	65001
49	61622
50	57783
51	54880
52	51232
53	47782
54	45032
55	40991
56	40314
57	38532
58	36710
59	35686
60	33004
61	31356
62	28739
63	28546
64	27759
65	26534
66	24570
67	24493
68	22958
69	22568
70	21783
71	20218
72	20107
73	19552
74	18901
75	18797
76	18126
77	17304
78	16993
79	16772
80	16113
81	16160
82	15347
83	15077
84	14423
85	13968
86	13595
87	13135
88	13052
89	12798
90	12718
91	12017
92	11482
93	11743
94	11296
95	10584
96	10611
97	10014
98	9835
99	9291
100	9246
101	9100
102	8894
103	8651
104	8778
105	8927
106	8702
107	8407
108	8286
109	8165
110	7713
111	7916
112	7681
113	7457
114	7147
115	7294
116	6757
117	6597
118	6457
119	6182
120	5989
121	6079
122	6034
123	6390
124	6213
125	5872
126	5336
127	5495
128	5222
129	5133
130	5286
131	5190
132	5004
133	4959
134	5056
135	4744
136	4709
137	4458
138	4408
139	4273
140	4363
141	4200
142	4020
143	4125
144	3957
145	3885
146	3759
147	3733
148	3806
149	3719
150	3781
151	3798
152	3821
153	3602
154	3536
155	3614
156	3393
157	3237
158	3262
159	3165
160	2928
161	2877
162	3024
163	3041
164	3138
165	3076
166	2816
167	2830
168	2773
169	2609
170	2722
171	2797
172	2726
173	2821
174	2772
175	2531
176	2574
177	2488
178	2453
179	2419
180	2511
181	2334
182	2221
183	2476
184	2157
185	2259
186	2081
187	2167
188	2214
189	2098
190	2118
191	2089
192	2086
193	2093
194	2081
195	1946
196	1926
197	1934
198	1908
199	1867
200	1911
201	1966
202	1894
203	1979
204	1952
205	1963
206	1951
207	1862
208	1915
209	1846
210	1838
211	1771
212	1725
213	1695
214	1702
215	1614
216	1588
217	1558
218	1455
219	1446
220	1548
221	1570
222	1579
223	1566
224	1469
225	1518
226	1529
227	1453
228	1471
229	1447
230	1446
231	1446
232	1499
233	1390
234	1357
235	1328
236	1299
237	1184
238	1234
239	1250
240	1222
241	1265
242	1233
243	1248
244	1299
245	1280
246	1235
247	1221
248	1314
249	1172
250	234314

