## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics --INPUT bam_files/ME_early_2_1_sorted.bam --OUTPUT results/align_metrics/ME_early_2_1_wgs_metrics.txt --REFERENCE_SEQUENCE tonsa_genome/hic_output.fasta --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --COVERAGE_CAP 250 --LOCUS_ACCUMULATION_CAP 100000 --STOP_AFTER -1 --INCLUDE_BQ_HISTOGRAM false --COUNT_UNPAIRED false --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --USE_FAST_ALGORITHM false --READ_LENGTH 150 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 18 17:36:33 UTC 2025

## METRICS CLASS	picard.analysis.WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
950193284	1.234196	3.404888	0	0	0	0	0	0.014919	0.01021	0.06517	0.002976	0.093276	0.269184	0.09865	0.025739	0.007705	0.002963	0.001493	0.000913	0.000462	0.000285	0.000195	0.000145	0.000113	0.000092	0.000076	?	?	?	0.209172	1

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	694416661
1	54284741
2	43660855
3	35666803
4	28427615
5	22210317
6	16983829
7	12953973
8	9789835
9	7341219
10	5547093
11	4191009
12	3167194
13	2399990
14	1830569
15	1399120
16	1087837
17	831632
18	660289
19	527392
20	406430
21	328259
22	266600
23	219478
24	176192
25	149458
26	123809
27	109340
28	90759
29	77544
30	69475
31	60712
32	53467
33	48283
34	41906
35	35922
36	34440
37	30773
38	28244
39	25029
40	23439
41	21692
42	20174
43	17982
44	16899
45	15793
46	14430
47	13522
48	12896
49	11714
50	11158
51	10006
52	10021
53	9131
54	8873
55	8314
56	7465
57	7459
58	6800
59	6091
60	5913
61	5845
62	5470
63	5239
64	5032
65	4111
66	4234
67	4103
68	3992
69	3877
70	3522
71	3307
72	3201
73	3227
74	3075
75	2813
76	2891
77	2659
78	2598
79	2529
80	2493
81	2266
82	2252
83	2075
84	2142
85	1824
86	1852
87	1749
88	1753
89	1782
90	1689
91	1753
92	1728
93	1678
94	1507
95	1592
96	1488
97	1306
98	1302
99	1321
100	1237
101	1307
102	1207
103	986
104	1002
105	1143
106	1033
107	994
108	923
109	874
110	952
111	1034
112	943
113	906
114	859
115	772
116	854
117	887
118	953
119	934
120	943
121	840
122	776
123	763
124	677
125	733
126	693
127	682
128	712
129	592
130	622
131	588
132	631
133	687
134	576
135	572
136	545
137	577
138	563
139	532
140	516
141	509
142	464
143	459
144	487
145	483
146	417
147	372
148	367
149	396
150	411
151	410
152	359
153	375
154	329
155	344
156	331
157	345
158	370
159	337
160	327
161	350
162	323
163	336
164	346
165	278
166	303
167	328
168	324
169	312
170	275
171	253
172	239
173	248
174	229
175	253
176	270
177	242
178	277
179	230
180	245
181	244
182	250
183	277
184	232
185	235
186	203
187	276
188	251
189	225
190	220
191	224
192	204
193	235
194	220
195	193
196	197
197	185
198	215
199	178
200	195
201	161
202	174
203	122
204	149
205	163
206	152
207	172
208	180
209	181
210	174
211	167
212	180
213	159
214	180
215	154
216	132
217	129
218	168
219	139
220	131
221	153
222	141
223	121
224	134
225	116
226	144
227	106
228	125
229	137
230	154
231	137
232	109
233	119
234	115
235	111
236	98
237	147
238	132
239	111
240	104
241	95
242	77
243	100
244	100
245	75
246	106
247	118
248	113
249	115
250	13930

