## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics --INPUT bam_files/MD_early_1_09_sorted.bam --OUTPUT results/align_metrics/MD_early_1_09_wgs_metrics.txt --REFERENCE_SEQUENCE tonsa_genome/hic_output.fasta --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --COVERAGE_CAP 250 --LOCUS_ACCUMULATION_CAP 100000 --STOP_AFTER -1 --INCLUDE_BQ_HISTOGRAM false --COUNT_UNPAIRED false --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --USE_FAST_ALGORITHM false --READ_LENGTH 150 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 18 14:27:53 UTC 2025

## METRICS CLASS	picard.analysis.WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
950193284	0.792186	3.839945	0	0	0	0	0	0.100108	0.008513	0.065016	0.015361	0.188997	0.152568	0.058512	0.018599	0.006977	0.003262	0.001893	0.00129	0.000783	0.00055	0.000419	0.000335	0.000279	0.000236	0.000202	?	?	?	0.11887	1

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	805224562
1	32335955
2	23547151
3	18629599
4	14858550
5	11727187
6	9160177
7	7138309
8	5582824
9	4316300
10	3366284
11	2649464
12	2082907
13	1639323
14	1304972
15	1031430
16	835689
17	670174
18	548895
19	444377
20	371711
21	297365
22	250857
23	205037
24	175147
25	150583
26	127583
27	111948
28	97885
29	84882
30	73007
31	66438
32	60389
33	53674
34	48309
35	43950
36	39060
37	34571
38	32242
39	30605
40	29491
41	27917
42	25450
43	23906
44	22263
45	20486
46	19307
47	18188
48	17750
49	16819
50	15842
51	14618
52	14272
53	12997
54	11999
55	11800
56	11226
57	10270
58	10334
59	10400
60	9409
61	9066
62	8885
63	8597
64	8234
65	7637
66	7349
67	7253
68	6972
69	6403
70	6422
71	6201
72	5763
73	5618
74	5812
75	5188
76	4766
77	4507
78	4626
79	4628
80	4493
81	4505
82	4405
83	4350
84	4296
85	3944
86	3894
87	3743
88	3720
89	3805
90	3738
91	3554
92	3153
93	3378
94	3186
95	3154
96	2817
97	2862
98	2831
99	3003
100	2749
101	2785
102	2720
103	2763
104	2569
105	2474
106	2468
107	2340
108	2277
109	2221
110	2110
111	1987
112	1922
113	1965
114	1932
115	2102
116	2074
117	2000
118	1836
119	1718
120	1653
121	1811
122	1784
123	1541
124	1454
125	1463
126	1393
127	1318
128	1392
129	1405
130	1526
131	1425
132	1495
133	1448
134	1354
135	1364
136	1350
137	1336
138	1279
139	1311
140	1152
141	1199
142	1154
143	1189
144	1294
145	1277
146	1211
147	1170
148	1199
149	987
150	1100
151	1066
152	1072
153	1072
154	1078
155	1107
156	974
157	1018
158	991
159	935
160	953
161	1097
162	1024
163	960
164	870
165	869
166	910
167	888
168	873
169	933
170	804
171	783
172	759
173	732
174	766
175	766
176	782
177	804
178	837
179	756
180	659
181	641
182	631
183	625
184	588
185	643
186	638
187	634
188	605
189	612
190	619
191	594
192	591
193	594
194	515
195	497
196	519
197	550
198	505
199	518
200	491
201	552
202	547
203	549
204	530
205	459
206	479
207	456
208	423
209	429
210	384
211	406
212	428
213	436
214	431
215	433
216	493
217	447
218	437
219	432
220	388
221	369
222	415
223	399
224	462
225	403
226	394
227	359
228	376
229	387
230	392
231	355
232	373
233	404
234	324
235	306
236	326
237	308
238	283
239	317
240	306
241	349
242	309
243	314
244	342
245	374
246	368
247	326
248	356
249	305
250	47176

