collection_date,site,season,collection_temp,collection_salinity,replicate,tube,ctmax_minute,ctmax_second,size
11/30/23,Manatee River,late,19,34,1,1,58,31,0.643
11/30/23,Manatee River,late,19,34,1,2,54,19,0.819
11/30/23,Manatee River,late,19,34,1,3,58,45,0.724
11/30/23,Manatee River,late,19,34,1,4,57,35,0.749
11/30/23,Manatee River,late,19,34,1,5,53,41,0.747
11/30/23,Manatee River,late,19,34,1,6,59,0,0.73
11/30/23,Manatee River,late,19,34,1,7,56,20,0.771
11/30/23,Manatee River,late,19,34,1,8,55,38,0.7
11/30/23,Manatee River,late,19,34,1,9,58,17,0.81
11/30/23,Manatee River,late,19,34,1,10,58,1,0.746
