collection_date,site,season,collection_temp,collection_salinity,replicate,tube,ctmax_minute,ctmax_second,size
9/5/23,Sawyer Park,peak,22,30,2,1,50,20,0.91
9/5/23,Sawyer Park,peak,22,30,2,2,44,17,0.933
9/5/23,Sawyer Park,peak,22,30,2,3,52,2,0.878
9/5/23,Sawyer Park,peak,22,30,2,4,48,29,0.919
9/5/23,Sawyer Park,peak,22,30,2,5,42,34,0.954
9/5/23,Sawyer Park,peak,22,30,2,6,39,28,0.975
9/5/23,Sawyer Park,peak,22,30,2,7,51,7,0.928
9/5/23,Sawyer Park,peak,22,30,2,8,47,20,0.894
9/5/23,Sawyer Park,peak,22,30,2,9,40,3,0.975
9/5/23,Sawyer Park,peak,22,30,2,10,54,5,0.895
